Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers - Persons,Main Workers - Males,Main Workers - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0104,`33,`619,District - Thiruvarur,Rural,80+,1797,1450,347,658,577,81,795,583,212,6,6,0,6,6,0,6,6,0,24,22,2,0,0,0,20,18,2,0,0,0,102,84,18,12,12,0,14,12,2,0,0,0,6,6,0,0,0,0,20,18,2,16,6,10,12,6,6,100,88,12
B0104,`33,`619,District - Thiruvarur,Rural,Age not stated,321,189,132,41,26,15,170,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,12,12,0,6,6,0,0,0,0,6,6,0,0,0,0,12,6,6,26,6,20,6,0,6,24,12,12
B0104,`33,`619,District - Thiruvarur,Urban,Total,76000,62292,13708,4654,4117,537,10858,7669,3189,2246,2062,184,138,138,0,964,620,344,5416,4878,538,424,376,48,6234,5828,406,12,12,0,13818,12622,1196,6290,6066,224,3028,2692,336,0,0,0,1084,918,166,2408,2134,274,3690,3096,594,5768,2370,3398,484,272,212,8484,6422,2062
B0104,`33,`619,District - Thiruvarur,Urban,`5-9,156,76,80,3,2,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,126,62,64
B0104,`33,`619,District - Thiruvarur,Urban,`10-14,247,175,72,11,9,2,24,14,10,6,6,0,0,0,0,6,0,6,12,4,8,0,0,0,2,2,0,0,0,0,20,18,2,20,20,0,2,2,0,0,0,0,0,0,0,0,0,0,12,12,0,14,14,0,8,2,6,110,72,38
B0104,`33,`619,District - Thiruvarur,Urban,15-19,1694,1293,401,58,48,10,294,227,67,8,8,0,0,0,0,2,0,2,104,78,26,2,0,2,220,206,14,0,0,0,428,334,94,102,102,0,70,66,4,0,0,0,6,6,0,14,14,0,14,14,0,50,24,26,18,6,12,304,160,144
B0104,`33,`619,District - Thiruvarur,Urban,20-24,5439,4296,1143,172,134,38,797,578,219,66,58,8,2,2,0,54,32,22,432,342,90,54,42,12,740,710,30,0,0,0,856,716,140,582,552,30,166,164,2,0,0,0,172,126,46,92,86,6,132,120,12,332,70,262,38,28,10,752,536,216
B0104,`33,`619,District - Thiruvarur,Urban,25-29,8522,6964,1558,346,293,53,1218,879,339,212,192,20,14,14,0,56,32,24,596,542,54,24,22,2,1034,978,56,6,6,0,1398,1276,122,850,814,36,186,168,18,0,0,0,306,240,66,252,186,66,222,170,52,690,244,446,44,20,24,1068,888,180
B0104,`33,`619,District - Thiruvarur,Urban,30-34,9765,8118,1647,451,392,59,1226,840,386,226,212,14,14,14,0,86,54,32,828,758,70,52,42,10,958,912,46,0,0,0,1812,1696,116,976,944,32,372,326,46,0,0,0,202,188,14,292,244,48,340,256,84,742,290,452,32,20,12,1156,930,226
B0104,`33,`619,District - Thiruvarur,Urban,35-39,10774,8782,1992,579,504,75,1459,960,499,260,230,30,30,30,0,144,80,64,804,738,66,64,54,10,1024,952,72,6,6,0,1930,1782,148,1034,1002,32,442,410,32,0,0,0,80,64,16,368,336,32,482,400,82,1006,430,576,32,6,26,1030,798,232
B0104,`33,`619,District - Thiruvarur,Urban,40-49,19913,16137,3776,1227,1102,125,2794,1945,849,568,524,44,54,54,0,322,212,110,1306,1166,140,134,134,0,1424,1316,108,0,0,0,3600,3286,314,1686,1618,68,980,868,112,0,0,0,168,158,10,722,644,78,1140,926,214,1908,778,1130,116,78,38,1764,1328,436
B0104,`33,`619,District - Thiruvarur,Urban,50-59,12296,10341,1955,940,846,94,1722,1259,463,522,490,32,24,24,0,180,130,50,766,728,38,94,82,12,508,460,48,0,0,0,2282,2140,142,886,860,26,550,466,84,0,0,0,134,120,14,482,444,38,1242,1100,142,852,376,476,80,34,46,1032,782,250
B0104,`33,`619,District - Thiruvarur,Urban,60-69,5239,4437,802,577,519,58,974,696,278,316,290,26,0,0,0,60,36,24,434,398,36,0,0,0,240,218,22,0,0,0,1160,1068,92,116,116,0,162,136,26,0,0,0,14,14,0,118,114,4,68,62,6,138,112,26,72,46,26,790,612,178
B0104,`33,`619,District - Thiruvarur,Urban,70-79,1594,1369,225,239,225,14,281,218,63,58,48,10,0,0,0,54,44,10,104,98,6,0,0,0,66,62,4,0,0,0,278,252,26,30,30,0,78,68,10,0,0,0,2,2,0,54,54,0,32,30,2,32,30,2,28,24,4,258,184,74
B0104,`33,`619,District - Thiruvarur,Urban,80+,332,287,45,50,42,8,52,43,9,2,2,0,0,0,0,0,0,0,30,26,4,0,0,0,12,12,0,0,0,0,48,48,0,8,8,0,14,12,2,0,0,0,0,0,0,14,12,2,6,6,0,2,2,0,6,6,0,88,68,20
B0104,`33,`619,District - Thiruvarur,Urban,Age not stated,29,17,12,1,1,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,2,4
B0104,`33,`620,District - Thanjavur,Total,Total,834510,604463,230047,117321,94502,22819,327673,197630,130043,14107,12256,1851,397,314,83,21191,13678,7513,47592,40639,6953,2788,2505,283,38715,35309,3406,108,106,2,75403,66034,9369,34218,33342,876,17761,15398,2363,59,41,18,7221,6010,1211,15066,13108,1958,20620,16907,3713,39641,15966,23675,5053,2512,2541,49576,38206,11370
B0104,`33,`620,District - Thanjavur,Total,`5-9,599,362,237,127,75,52,250,148,102,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,11,11,0,0,0,0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,181,112,69
B0104,`33,`620,District - Thanjavur,Total,`10-14,2638,1796,842,242,148,94,1135,686,449,107,95,12,0,0,0,35,18,17,201,155,46,17,15,2,130,113,17,0,0,0,251,209,42,67,67,0,52,46,6,0,0,0,18,15,3,14,14,0,22,14,8,27,16,11,13,2,11,307,183,124
B0104,`33,`620,District - Thanjavur,Total,15-19,24877,18077,6800,1426,1057,369,11581,7846,3735,486,408,78,12,3,9,464,233,231,2309,1738,571,45,39,6,2321,2199,122,6,6,0,2602,1952,650,756,732,24,343,311,32,0,0,0,96,56,40,165,122,43,137,107,30,311,71,240,124,39,85,1693,1158,535
B0104,`33,`620,District - Thanjavur,Total,20-24,66133,48371,17762,4833,3711,1122,24675,16401,8274,1002,907,95,34,31,3,1070,561,509,5329,4313,1016,162,148,14,5204,4984,220,9,9,0,6460,5190,1270,3919,3818,101,1268,1174,94,18,6,12,1350,907,443,1143,803,340,663,423,240,3268,712,2556,387,159,228,5339,4114,1225
B0104,`33,`620,District - Thanjavur,Total,25-29,96374,71419,24955,8986,7018,1968,34232,21153,13079,1597,1434,163,54,48,6,2092,1307,785,6336,5478,858,303,257,46,6447,6084,363,20,20,0,8918,8007,911,5712,5558,154,1869,1701,168,0,0,0,2281,1877,404,2090,1671,419,1444,1036,408,5852,2243,3609,549,277,272,7592,6250,1342
B0104,`33,`620,District - Thanjavur,Total,30-34,100686,74427,26259,12692,10247,2445,36229,21410,14819,1760,1557,203,37,21,16,2400,1520,880,6336,5445,891,427,397,30,5731,5423,308,32,30,2,10045,9112,933,5470,5325,145,1960,1753,207,6,6,0,1171,1084,87,1899,1610,289,1978,1540,438,5238,2277,2961,578,268,310,6697,5402,1295
B0104,`33,`620,District - Thanjavur,Total,35-39,109241,76274,32967,14708,11623,3085,42416,23444,18972,1783,1562,221,45,33,12,2820,1674,1146,6317,5341,976,358,321,37,5325,4708,617,11,11,0,10492,9319,1173,5125,5047,78,2224,1961,263,9,6,3,752,682,70,1986,1719,267,2620,2040,580,5926,2207,3719,697,314,383,5627,4262,1365
B0104,`33,`620,District - Thanjavur,Total,40-49,204105,144645,59460,29830,23755,6075,79867,46034,33833,3394,2903,491,123,94,29,5687,3671,2016,11088,9560,1528,904,827,77,8139,7177,962,15,15,0,18407,16366,2041,7989,7782,207,5089,4299,790,18,15,3,743,666,77,3890,3470,420,6593,5469,1124,11511,4561,6950,1046,533,513,9772,7448,2324
B0104,`33,`620,District - Thanjavur,Total,50-59,137325,100042,37283,23011,18620,4391,54434,32564,21870,2294,1990,304,83,78,5,3805,2597,1208,6237,5532,705,477,430,47,3576,3099,477,12,12,0,11565,10264,1301,4389,4253,136,3118,2635,483,8,8,0,645,569,76,3147,2988,159,6339,5552,787,6518,3238,3280,895,486,409,6772,5127,1645
B0104,`33,`620,District - Thanjavur,Total,60-69,67999,49814,18185,14907,12458,2449,32478,20759,11719,1283,1059,224,9,6,3,1973,1434,539,2498,2232,266,65,51,14,1406,1158,248,0,0,0,4832,4071,761,618,601,17,1447,1201,246,0,0,0,124,122,2,561,543,18,643,575,68,750,472,278,510,288,222,3895,2784,1111
B0104,`33,`620,District - Thanjavur,Total,70-79,20360,16029,4331,5348,4719,629,8791,6120,2671,320,285,35,0,0,0,731,574,157,777,708,69,22,12,10,352,293,59,3,3,0,1475,1259,216,140,129,11,324,266,58,0,0,0,27,27,0,147,147,0,148,131,17,202,154,48,208,123,85,1345,1079,266
B0104,`33,`620,District - Thanjavur,Total,80+,3842,2984,858,1181,1047,134,1466,995,471,72,50,22,0,0,0,105,84,21,145,126,19,2,2,0,61,52,9,0,0,0,305,254,51,29,26,3,64,48,16,0,0,0,9,3,6,18,18,0,23,15,8,30,12,18,39,18,21,293,234,59
B0104,`33,`620,District - Thanjavur,Total,Age not stated,331,223,108,30,24,6,119,70,49,6,6,0,0,0,0,9,5,4,16,11,5,6,6,0,12,8,4,0,0,0,34,20,14,4,4,0,3,3,0,0,0,0,5,2,3,6,3,3,10,5,5,8,3,5,0,0,0,63,53,10
B0104,`33,`620,District - Thanjavur,Rural,Total,564456,388836,175620,106817,85422,21395,298107,177004,121103,8946,7534,1412,120,80,40,8224,5164,3060,20310,16840,3470,1318,1228,90,17040,15906,1134,72,70,2,25920,21798,4122,16184,15840,344,6784,5766,1018,26,20,6,2032,1686,346,4412,3750,662,8506,7116,1390,17148,6520,10628,2720,1452,1268,19770,15640,4130
B0104,`33,`620,District - Thanjavur,Rural,`5-9,440,256,184,112,70,42,240,140,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,40
B0104,`33,`620,District - Thanjavur,Rural,`10-14,1963,1291,672,211,130,81,1076,643,433,92,80,12,0,0,0,30,16,14,112,78,34,12,12,0,52,50,2,0,0,0,118,100,18,50,50,0,18,18,0,0,0,0,6,6,0,14,14,0,20,14,6,16,8,8,6,0,6,130,72,58
B0104,`33,`620,District - Thanjavur,Rural,15-19,18750,13452,5298,1293,965,328,10709,7203,3506,380,318,62,6,0,6,196,106,90,1488,1090,398,24,18,6,1402,1350,52,6,6,0,1236,946,290,464,446,18,172,164,8,0,0,0,44,18,26,92,70,22,62,50,12,198,42,156,66,22,44,912,638,274
B0104,`33,`620,District - Thanjavur,Rural,20-24,46283,33222,13061,4443,3413,1030,22530,14817,7713,774,690,84,8,8,0,504,270,234,3096,2440,656,110,98,12,2942,2872,70,6,6,0,2856,2212,644,2454,2406,48,722,674,48,6,0,6,430,294,136,488,332,156,372,262,110,1762,342,1420,240,100,140,2540,1986,554
B0104,`33,`620,District - Thanjavur,Rural,25-29,64677,45970,18707,8316,6483,1833,31295,19011,12284,1196,1064,132,18,12,6,856,518,338,3162,2666,496,142,118,24,3332,3192,140,14,14,0,3386,3002,384,3286,3200,86,824,732,92,0,0,0,778,654,124,798,632,166,712,528,184,2970,1216,1754,304,162,142,3288,2766,522
B0104,`33,`620,District - Thanjavur,Rural,30-34,66502,46630,19872,11689,9394,2295,32929,19072,13857,1184,1026,158,8,0,8,918,562,356,2638,2244,394,250,232,18,2670,2578,92,26,24,2,3600,3234,366,2808,2752,56,774,694,80,0,0,0,296,268,28,684,576,108,926,712,214,1994,860,1134,296,156,140,2812,2246,566
B0104,`33,`620,District - Thanjavur,Rural,35-39,71985,47040,24945,13448,10518,2930,38629,20966,17663,1094,910,184,22,18,4,1022,604,418,2488,2082,406,190,188,2,2110,1902,208,2,2,0,3306,2806,500,2348,2322,26,756,654,102,0,0,0,160,158,2,536,446,90,1110,886,224,2338,812,1526,356,196,160,2070,1570,500
B0104,`33,`620,District - Thanjavur,Rural,40-49,133438,88576,44862,26986,21272,5714,72416,41024,31392,2038,1698,340,28,12,16,2080,1266,814,3848,3256,592,372,362,10,2894,2572,322,12,12,0,5500,4644,856,2956,2892,64,1832,1484,348,12,12,0,112,98,14,1000,896,104,2644,2284,360,4650,1686,2964,572,306,266,3486,2800,686
B0104,`33,`620,District - Thanjavur,Rural,50-59,91671,62718,28953,20796,16651,4145,49381,29077,20304,1206,990,216,30,30,0,1422,920,502,2228,1906,322,192,180,12,1086,938,148,6,6,0,3700,3136,564,1556,1526,30,1068,856,212,8,8,0,148,140,8,702,694,8,2340,2096,244,2890,1372,1518,474,256,218,2438,1936,502
B0104,`33,`620,District - Thanjavur,Rural,60-69,50681,35780,14901,13569,11283,2286,29512,18615,10897,782,610,172,0,0,0,842,624,218,866,726,140,16,12,4,412,332,80,0,0,0,1662,1276,386,186,178,8,478,378,100,0,0,0,44,42,2,86,78,8,270,240,30,256,146,110,296,188,108,1404,1052,352
B0104,`33,`620,District - Thanjavur,Rural,70-79,15034,11606,3428,4871,4288,583,7949,5472,2477,150,118,32,0,0,0,292,224,68,314,296,18,2,0,2,104,88,16,0,0,0,460,374,86,62,54,8,118,100,18,0,0,0,6,6,0,6,6,0,46,42,4,60,36,24,94,60,34,500,442,58
B0104,`33,`620,District - Thanjavur,Rural,80+,2829,2152,677,1053,931,122,1340,903,437,44,24,20,0,0,0,62,54,8,64,50,14,2,2,0,22,18,4,0,0,0,78,64,14,12,12,0,22,12,10,0,0,0,6,0,6,6,6,0,2,0,2,12,0,12,16,6,10,88,70,18
B0104,`33,`620,District - Thanjavur,Rural,Age not stated,203,143,60,30,24,6,101,61,40,6,6,0,0,0,0,0,0,0,6,6,0,6,6,0,8,8,0,0,0,0,14,2,12,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,0,2,0,0,0,24,24,0
B0104,`33,`620,District - Thanjavur,Urban,Total,270054,215627,54427,10504,9080,1424,29566,20626,8940,5161,4722,439,277,234,43,12967,8514,4453,27282,23799,3483,1470,1277,193,21675,19403,2272,36,36,0,49483,44236,5247,18034,17502,532,10977,9632,1345,33,21,12,5189,4324,865,10654,9358,1296,12114,9791,2323,22493,9446,13047,2333,1060,1273,29806,22566,7240
B0104,`33,`620,District - Thanjavur,Urban,`5-9,159,106,53,15,5,10,10,8,2,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,5,0,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,103,74,29
B0104,`33,`620,District - Thanjavur,Urban,`10-14,675,505,170,31,18,13,59,43,16,15,15,0,0,0,0,5,2,3,89,77,12,5,3,2,78,63,15,0,0,0,133,109,24,17,17,0,34,28,6,0,0,0,12,9,3,0,0,0,2,0,2,11,8,3,7,2,5,177,111,66
B0104,`33,`620,District - Thanjavur,Urban,15-19,6127,4625,1502,133,92,41,872,643,229,106,90,16,6,3,3,268,127,141,821,648,173,21,21,0,919,849,70,0,0,0,1366,1006,360,292,286,6,171,147,24,0,0,0,52,38,14,73,52,21,75,57,18,113,29,84,58,17,41,781,520,261
B0104,`33,`620,District - Thanjavur,Urban,20-24,19850,15149,4701,390,298,92,2145,1584,561,228,217,11,26,23,3,566,291,275,2233,1873,360,52,50,2,2262,2112,150,3,3,0,3604,2978,626,1465,1412,53,546,500,46,12,6,6,920,613,307,655,471,184,291,161,130,1506,370,1136,147,59,88,2799,2128,671
B0104,`33,`620,District - Thanjavur,Urban,25-29,31697,25449,6248,670,535,135,2937,2142,795,401,370,31,36,36,0,1236,789,447,3174,2812,362,161,139,22,3115,2892,223,6,6,0,5532,5005,527,2426,2358,68,1045,969,76,0,0,0,1503,1223,280,1292,1039,253,732,508,224,2882,1027,1855,245,115,130,4304,3484,820
B0104,`33,`620,District - Thanjavur,Urban,30-34,34184,27797,6387,1003,853,150,3300,2338,962,576,531,45,29,21,8,1482,958,524,3698,3201,497,177,165,12,3061,2845,216,6,6,0,6445,5878,567,2662,2573,89,1186,1059,127,6,6,0,875,816,59,1215,1034,181,1052,828,224,3244,1417,1827,282,112,170,3885,3156,729
B0104,`33,`620,District - Thanjavur,Urban,35-39,37256,29234,8022,1260,1105,155,3787,2478,1309,689,652,37,23,15,8,1798,1070,728,3829,3259,570,168,133,35,3215,2806,409,9,9,0,7186,6513,673,2777,2725,52,1468,1307,161,9,6,3,592,524,68,1450,1273,177,1510,1154,356,3588,1395,2193,341,118,223,3557,2692,865
B0104,`33,`620,District - Thanjavur,Urban,40-49,70667,56069,14598,2844,2483,361,7451,5010,2441,1356,1205,151,95,82,13,3607,2405,1202,7240,6304,936,532,465,67,5245,4605,640,3,3,0,12907,11722,1185,5033,4890,143,3257,2815,442,6,3,3,631,568,63,2890,2574,316,3949,3185,764,6861,2875,3986,474,227,247,6286,4648,1638
B0104,`33,`620,District - Thanjavur,Urban,50-59,45654,37324,8330,2215,1969,246,5053,3487,1566,1088,1000,88,53,48,5,2383,1677,706,4009,3626,383,285,250,35,2490,2161,329,6,6,0,7865,7128,737,2833,2727,106,2050,1779,271,0,0,0,497,429,68,2445,2294,151,3999,3456,543,3628,1866,1762,421,230,191,4334,3191,1143
B0104,`33,`620,District - Thanjavur,Urban,60-69,17318,14034,3284,1338,1175,163,2966,2144,822,501,449,52,9,6,3,1131,810,321,1632,1506,126,49,39,10,994,826,168,0,0,0,3170,2795,375,432,423,9,969,823,146,0,0,0,80,80,0,475,465,10,373,335,38,494,326,168,214,100,114,2491,1732,759
B0104,`33,`620,District - Thanjavur,Urban,70-79,5326,4423,903,477,431,46,842,648,194,170,167,3,0,0,0,439,350,89,463,412,51,20,12,8,248,205,43,3,3,0,1015,885,130,78,75,3,206,166,40,0,0,0,21,21,0,141,141,0,102,89,13,142,118,24,114,63,51,845,637,208
B0104,`33,`620,District - Thanjavur,Urban,80+,1013,832,181,128,116,12,126,92,34,28,26,2,0,0,0,43,30,13,81,76,5,0,0,0,39,34,5,0,0,0,227,190,37,17,14,3,42,36,6,0,0,0,3,3,0,12,12,0,21,15,6,18,12,6,23,12,11,205,164,41
B0104,`33,`620,District - Thanjavur,Urban,Age not stated,128,80,48,0,0,0,18,9,9,0,0,0,0,0,0,9,5,4,10,5,5,0,0,0,4,0,4,0,0,0,20,18,2,2,2,0,3,3,0,0,0,0,3,0,3,6,3,3,8,3,5,6,3,3,0,0,0,39,29,10
B0104,`33,`621,District - Pudukkottai,Total,Total,640426,416927,223499,192462,125267,67195,234344,121750,112594,11012,9032,1980,3832,2694,1138,7186,4652,2534,29086,24282,4804,1762,1602,160,25040,20516,4524,78,72,6,42584,38896,3688,15192,14916,276,9128,8030,1098,40,40,0,2158,1846,312,5440,4896,544,10878,8618,2260,20040,7468,12572,3162,1474,1688,27002,20876,6126
B0104,`33,`621,District - Pudukkottai,Total,`5-9,858,414,444,284,163,121,276,143,133,0,0,0,0,0,0,6,6,0,20,12,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,264,86,178
B0104,`33,`621,District - Pudukkottai,Total,`10-14,2500,1467,1033,626,337,289,1090,592,498,48,48,0,28,10,18,26,12,14,138,80,58,0,0,0,56,44,12,0,0,0,156,126,30,12,12,0,20,20,0,0,0,0,2,0,2,6,6,0,0,0,0,6,6,0,24,6,18,262,168,94
B0104,`33,`621,District - Pudukkottai,Total,15-19,24875,15898,8977,4838,2892,1946,10671,5830,4841,512,430,82,178,108,70,260,136,124,2158,1448,710,32,26,6,1378,1258,120,12,12,0,2098,1744,354,286,286,0,352,326,26,0,0,0,22,16,6,86,80,6,48,22,26,208,32,176,152,72,80,1584,1180,404
B0104,`33,`621,District - Pudukkottai,Total,20-24,56461,37027,19434,12783,7590,5193,21136,11471,9665,886,786,100,296,178,118,554,322,232,4346,3430,916,144,130,14,2970,2662,308,0,0,0,4410,3904,506,1578,1550,28,820,786,34,0,0,0,392,310,82,398,292,106,502,322,180,1652,480,1172,296,126,170,3298,2688,610
B0104,`33,`621,District - Pudukkottai,Total,25-29,78751,51335,27416,20551,12386,8165,28582,14681,13901,1330,1136,194,446,314,132,854,492,362,4342,3762,580,172,146,26,3666,3208,458,0,0,0,5726,5350,376,2398,2362,36,1120,1000,120,22,22,0,660,554,106,806,708,98,866,668,198,2600,1026,1574,392,138,254,4218,3382,836
B0104,`33,`621,District - Pudukkottai,Total,30-34,81701,53938,27763,23289,15073,8216,28696,14527,14169,1232,1080,152,568,406,162,934,614,320,4348,3720,628,206,192,14,3746,3142,604,30,24,6,6278,5824,454,2626,2600,26,1098,982,116,6,6,0,414,368,46,828,728,100,1016,672,344,2500,1046,1454,358,160,198,3528,2774,754
B0104,`33,`621,District - Pudukkottai,Total,35-39,86098,54212,31886,24678,15791,8887,31780,15187,16593,1478,1174,304,542,342,200,842,500,342,3724,3094,630,246,210,36,3960,3014,946,24,24,0,6086,5632,454,2526,2494,32,1376,1196,180,6,6,0,174,154,20,774,666,108,1428,1028,400,2894,1084,1810,412,202,210,3148,2414,734
B0104,`33,`621,District - Pudukkottai,Total,40-49,146695,94207,52488,44357,28511,15846,52412,26696,25716,2742,2200,542,992,742,250,1766,1150,616,5402,4576,826,548,518,30,5690,4542,1148,12,12,0,9448,8696,752,3840,3730,110,2488,2130,358,0,0,0,260,230,30,1338,1244,94,3524,2896,628,6116,2182,3934,748,368,380,5012,3784,1228
B0104,`33,`621,District - Pudukkottai,Total,50-59,93884,60561,33323,32482,21214,11268,33152,17055,16097,1600,1242,358,532,398,134,1128,800,328,2852,2548,304,340,312,28,2330,1748,582,0,0,0,5202,4744,458,1558,1526,32,1254,1088,166,6,6,0,186,172,14,968,944,24,3058,2644,414,3580,1370,2210,468,250,218,3188,2500,688
B0104,`33,`621,District - Pudukkottai,Total,60-69,50884,34496,16388,20872,15119,5753,19986,11325,8661,894,690,204,204,154,50,568,408,160,1244,1120,124,66,62,4,996,712,284,0,0,0,2358,2156,202,318,306,12,488,406,82,0,0,0,36,30,6,136,128,8,340,276,64,406,186,220,214,100,114,1758,1318,440
B0104,`33,`621,District - Pudukkottai,Total,70-79,14789,11183,3606,6467,5202,1265,5530,3589,1941,258,216,42,46,42,4,212,188,24,410,394,16,8,6,2,194,146,48,0,0,0,684,596,88,44,44,0,92,78,14,0,0,0,12,12,0,76,76,0,80,78,2,42,30,12,70,38,32,564,448,116
B0104,`33,`621,District - Pudukkottai,Total,80+,2686,2035,651,1168,941,227,950,620,330,32,30,2,0,0,0,36,24,12,90,86,4,0,0,0,34,26,8,0,0,0,126,118,8,6,6,0,8,6,2,0,0,0,0,0,0,24,24,0,14,12,2,28,20,8,22,12,10,148,110,38
B0104,`33,`621,District - Pudukkottai,Total,Age not stated,244,154,90,67,48,19,83,34,49,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,18,12,6,0,0,0,12,6,6,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,2,0,2,8,6,2,0,0,0,30,24,6
B0104,`33,`621,District - Pudukkottai,Rural,Total,539932,336259,203673,188143,122013,66130,226981,117056,109925,8190,6590,1600,2618,1858,760,5360,3474,1886,17584,14266,3318,988,926,62,16878,13972,2906,48,42,6,20958,18816,2142,8040,7910,130,5684,4914,770,14,14,0,798,682,116,2390,2088,302,5356,4238,1118,11714,4076,7638,2432,1128,1304,15756,12196,3560
B0104,`33,`621,District - Pudukkottai,Rural,`5-9,803,381,422,280,161,119,275,142,133,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,230,70,160
B0104,`33,`621,District - Pudukkottai,Rural,`10-14,2296,1309,987,616,331,285,1076,582,494,30,30,0,28,10,18,18,6,12,110,54,56,0,0,0,44,38,6,0,0,0,108,78,30,12,12,0,14,14,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,16,4,12,218,144,74
B0104,`33,`621,District - Pudukkottai,Rural,15-19,22097,13803,8294,4754,2837,1917,10407,5676,4731,396,320,76,144,76,68,228,110,118,1662,1056,606,26,20,6,1020,964,56,12,12,0,1402,1178,224,198,198,0,296,276,20,0,0,0,14,8,6,46,44,2,22,8,14,144,24,120,132,60,72,1194,936,258
B0104,`33,`621,District - Pudukkottai,Rural,20-24,48738,30754,17984,12554,7458,5096,20580,11110,9470,646,570,76,246,152,94,486,268,218,3230,2454,776,72,72,0,2380,2160,220,0,0,0,2728,2374,354,986,972,14,586,560,26,0,0,0,156,114,42,252,164,88,302,172,130,1086,288,798,256,100,156,2192,1766,426
B0104,`33,`621,District - Pudukkottai,Rural,25-29,66802,41662,25140,20164,12141,8023,27754,14143,13611,988,856,132,348,254,94,656,386,270,2918,2540,378,96,78,18,2736,2396,340,0,0,0,3054,2798,256,1598,1582,16,794,688,106,14,14,0,246,206,40,376,316,60,526,414,112,1668,722,946,336,128,208,2530,2000,530
B0104,`33,`621,District - Pudukkottai,Rural,30-34,67690,42654,25036,22804,14714,8090,27782,13942,13840,908,774,134,366,286,80,624,464,160,2532,2140,392,116,108,8,2550,2146,404,18,12,6,2914,2658,256,1586,1564,22,714,628,86,0,0,0,186,178,8,400,342,58,514,306,208,1360,596,764,274,130,144,2042,1666,376
